21.100 97.700 nan 29.000 nan
21.100 97.800 nan 29.000 nan
21.100 97.900 nan 29.000 nan
21.100 98.000 nan 29.000 nan
21.100 98.100 nan 29.000 nan
21.100 98.200 nan 29.000 nan
21.100 98.300 nan 29.000 nan
21.100 98.400 nan 29.000 nan
21.100 98.500 nan 29.000 nan
21.100 98.600 nan 29.000 nan
21.100 98.700 nan 29.000 nan
21.100 98.800 nan 29.000 nan
21.100 98.900 nan 29.000 nan
21.100 99.000 nan 29.000 nan
21.100 99.100 nan 29.000 nan
21.100 99.200 nan 29.000 nan
21.100 99.300 nan 30.000 nan
21.100 99.400 nan 30.000 nan
21.100 99.500 nan 30.000 nan
21.100 99.600 nan 30.000 nan
21.100 99.700 nan 30.000 nan
21.100 99.800 nan 30.000 nan
21.100 99.900 nan 30.000 nan
21.100 100.000 nan 30.000 nan
21.100 100.100 nan 30.000 nan
21.100 100.200 nan 30.000 nan
21.100 100.300 nan 29.000 nan
21.100 100.400 nan 29.000 nan
21.100 100.500 nan 29.000 nan
21.100 100.600 nan 29.000 nan
21.100 100.700 nan 29.000 nan
21.100 100.800 nan 29.000 nan
21.100 100.900 nan 29.000 nan
21.100 101.000 nan 33.000 nan
21.100 101.100 nan 33.000 nan
21.100 101.200 28.000 30.000 9.000
21.100 101.300 30.000 30.000 16.000
21.100 101.400 30.000 30.000 13.000
21.100 101.500 30.000 30.000 13.000
21.100 101.600 32.000 31.000 27.000
21.100 101.700 32.000 31.000 27.000
21.100 101.800 32.000 31.000 27.000
21.100 101.900 31.000 31.000 20.000
21.100 102.000 35.000 31.000 3.000
21.100 102.100 nan 31.000 nan
21.100 102.200 nan 31.000 nan
21.100 102.300 nan 31.000 nan
21.100 102.400 nan 28.000 nan
21.100 102.500 nan 28.000 nan
21.100 102.600 nan 28.000 nan
21.100 102.700 nan 28.000 nan
21.100 102.800 nan 28.000 nan
21.100 102.900 nan 28.000 nan
21.100 103.000 nan 28.000 nan
21.100 103.100 nan 28.000 nan
21.100 103.200 nan 33.000 nan
21.100 103.300 nan 33.000 nan
21.100 103.400 nan 33.000 nan
21.100 103.500 nan 33.000 nan
21.100 103.600 nan 33.000 nan
21.100 103.700 nan 33.000 nan
21.100 103.800 nan 33.000 nan
21.100 103.900 nan 33.000 nan
21.100 104.000 nan 33.000 nan
21.100 104.100 nan 35.000 nan
21.100 104.200 nan 35.000 nan
21.100 104.300 nan 35.000 nan
21.100 104.400 nan 35.000 nan
21.100 104.500 nan 35.000 nan
21.100 104.600 nan 35.000 nan
21.100 104.700 nan 35.000 nan
21.100 104.800 nan 35.000 nan
21.100 104.900 nan 35.000 nan
21.100 105.000 nan 35.000 nan
21.100 105.100 nan 29.000 nan
21.100 105.200 nan 29.000 nan
21.100 105.300 nan 29.000 nan
21.100 105.400 nan 29.000 nan
21.100 105.500 nan 29.000 nan
21.100 105.600 nan 29.000 nan
21.100 105.700 nan 28.000 nan
21.100 105.800 nan 28.000 nan
21.100 105.900 nan 28.000 nan
21.100 106.000 nan 28.000 nan
21.100 106.100 nan 28.000 nan
21.100 106.200 nan 28.000 nan
21.100 106.300 nan 28.000 nan
21.100 106.400 nan 28.000 nan
21.100 106.500 nan 28.000 nan
21.100 106.600 nan 28.000 nan
21.100 106.700 nan 28.000 nan
21.100 106.800 nan 28.000 nan
21.100 106.900 nan 26.000 nan
21.100 107.000 nan 26.000 nan
21.100 107.100 nan 26.000 nan
21.200 97.700 nan 29.000 nan
21.200 97.800 nan 29.000 nan
21.200 97.900 nan 29.000 nan
21.200 98.000 nan 29.000 nan
21.200 98.100 nan 29.000 nan
21.200 98.200 nan 29.000 nan
21.200 98.300 nan 29.000 nan
21.200 98.400 nan 29.000 nan
21.200 98.500 nan 29.000 nan
21.200 98.600 nan 29.000 nan
21.200 98.700 nan 29.000 nan
21.200 98.800 nan 29.000 nan
21.200 98.900 nan 29.000 nan
21.200 99.000 nan 29.000 nan
21.200 99.100 nan 29.000 nan
21.200 99.200 nan 29.000 nan
21.200 99.300 nan 29.000 nan
21.200 99.400 nan 30.000 nan
21.200 99.500 nan 30.000 nan
21.200 99.600 nan 30.000 nan
21.200 99.700 nan 30.000 nan
21.200 99.800 nan 30.000 nan
21.200 99.900 nan 30.000 nan
21.200 100.000 nan 30.000 nan
21.200 100.100 nan 30.000 nan
21.200 100.200 nan 30.000 nan
21.200 100.300 nan 30.000 nan
21.200 100.400 nan 29.000 nan
21.200 100.500 nan 29.000 nan
21.200 100.600 nan 29.000 nan
21.200 100.700 nan 29.000 nan
21.200 100.800 nan 29.000 nan
21.200 100.900 nan 29.000 nan
21.200 101.000 nan 33.000 nan
21.200 101.100 37.000 33.000 2.000
21.200 101.200 30.000 33.000 18.000
21.200 101.300 30.000 33.000 18.000
21.200 101.400 30.000 31.000 23.000
21.200 101.500 31.000 31.000 22.000
21.200 101.600 32.000 30.000 29.000
21.200 101.700 32.000 30.000 27.000
21.200 101.800 32.000 30.000 27.000
21.200 101.900 31.000 30.000 22.000
21.200 102.000 36.000 30.000 12.000
21.200 102.100 nan 28.000 nan
21.200 102.200 nan 28.000 nan
21.200 102.300 nan 28.000 nan
21.200 102.400 nan 28.000 nan
21.200 102.500 nan 28.000 nan
21.200 102.600 nan 28.000 nan
21.200 102.700 nan 28.000 nan
21.200 102.800 nan 28.000 nan
21.200 102.900 nan 28.000 nan
21.200 103.000 nan 28.000 nan
21.200 103.100 nan 28.000 nan
21.200 103.200 nan 33.000 nan
21.200 103.300 nan 33.000 nan
21.200 103.400 nan 33.000 nan
21.200 103.500 nan 33.000 nan
21.200 103.600 nan 33.000 nan
21.200 103.700 nan 33.000 nan
21.200 103.800 nan 33.000 nan
21.200 103.900 nan 33.000 nan
21.200 104.000 nan 33.000 nan
21.200 104.100 nan 35.000 nan
21.200 104.200 nan 35.000 nan
21.200 104.300 nan 35.000 nan
21.200 104.400 nan 35.000 nan
21.200 104.500 nan 35.000 nan
21.200 104.600 nan 35.000 nan
21.200 104.700 nan 35.000 nan
21.200 104.800 nan 35.000 nan
21.200 104.900 nan 35.000 nan
21.200 105.000 nan 35.000 nan
21.200 105.100 nan 29.000 nan
21.200 105.200 nan 29.000 nan
21.200 105.300 nan 29.000 nan
21.200 105.400 nan 29.000 nan
21.200 105.500 nan 29.000 nan
21.200 105.600 nan 29.000 nan
21.200 105.700 nan 29.000 nan
21.200 105.800 nan 28.000 nan
21.200 105.900 nan 28.000 nan
21.200 106.000 nan 28.000 nan
21.200 106.100 nan 28.000 nan
21.200 106.200 nan 28.000 nan
21.200 106.300 nan 28.000 nan
21.200 106.400 nan 28.000 nan
21.200 106.500 nan 28.000 nan
21.200 106.600 nan 28.000 nan
21.200 106.700 nan 28.000 nan
21.200 106.800 nan 28.000 nan
21.200 106.900 nan 26.000 nan
21.200 107.000 nan 26.000 nan
21.200 107.100 nan 26.000 nan
21.300 97.700 nan 29.000 nan
21.300 97.800 nan 29.000 nan
21.300 97.900 nan 29.000 nan
21.300 98.000 nan 29.000 nan
21.300 98.100 nan 29.000 nan
21.300 98.200 nan 29.000 nan
21.300 98.300 nan 29.000 nan
21.300 98.400 nan 29.000 nan
21.300 98.500 nan 29.000 nan
21.300 98.600 nan 29.000 nan
21.300 98.700 nan 29.000 nan
21.300 98.800 nan 29.000 nan
21.300 98.900 nan 29.000 nan
21.300 99.000 nan 29.000 nan
21.300 99.100 nan 29.000 nan
21.300 99.200 nan 29.000 nan
21.300 99.300 nan 29.000 nan
21.300 99.400 nan 30.000 nan
21.300 99.500 nan 30.000 nan
21.300 99.600 nan 30.000 nan
21.300 99.700 nan 30.000 nan
21.300 99.800 nan 30.000 nan
21.300 99.900 nan 30.000 nan
21.300 100.000 nan 30.000 nan
21.300 100.100 nan 30.000 nan
21.300 100.200 nan 30.000 nan
21.300 100.300 nan 30.000 nan
21.300 100.400 34.000 29.000 2.000
