Lon       Lat      Dep  Vel  Mag      Fast
102.000000 26.500000 0 3.259 0.011746 14.876304
102.000000 26.500000 5 3.309 0.007139 30.669066
102.000000 26.500000 10 3.512 0.009399 43.240005
102.000000 26.500000 15 3.602 0.006907 31.139276
102.000000 26.500000 20 3.612 0.007314 3.327326
102.000000 26.500000 25 3.555 0.010225 -8.576623
102.000000 26.500000 30 3.522 0.011094 -12.578761
102.000000 26.500000 35 3.567 0.010043 -14.372988
102.000000 26.500000 40 3.672 0.008175 -15.374917
102.000000 26.500000 45 3.806 0.006296 -16.054324
102.000000 26.500000 50 3.944 0.004813 -16.621868
102.000000 26.500000 55 4.065 0.003536 -17.371672
102.000000 26.500000 60 4.484 0.002693 -17.950145
102.000000 26.500000 65 4.604 0.002472 -18.629407
102.000000 26.500000 70 4.687 0.005356 -20.656646
102.000000 26.500000 80 4.756 0.006696 -23.615954
102.000000 26.500000 90 4.722 0.008019 -26.014600
102.000000 26.500000 100 4.668 0.008688 -27.875123
102.000000 26.500000 110 4.612 0.008635 -29.415906
102.000000 26.500000 120 4.565 0.008027 -30.788463
102.000000 26.500000 130 4.529 0.007091 -32.096689
102.000000 26.500000 140 4.505 0.006022 -33.420951
102.000000 26.500000 150 4.490 0.004955 -34.833131
102.000000 27.000000 0 3.237 0.021172 10.293372
102.000000 27.000000 5 3.257 0.010432 17.951767
102.000000 27.000000 10 3.430 0.008257 46.231275
102.000000 27.000000 15 3.559 0.005058 52.130127
102.000000 27.000000 20 3.643 0.004088 5.042802
102.000000 27.000000 25 3.640 0.011359 -4.295098
102.000000 27.000000 30 3.617 0.016882 -3.997661
102.000000 27.000000 35 3.635 0.019289 -3.101571
102.000000 27.000000 40 3.695 0.019099 -2.494288
102.000000 27.000000 45 3.784 0.017242 -2.453606
102.000000 27.000000 50 3.887 0.014593 -3.209288
102.000000 27.000000 55 3.988 0.011244 -4.396544
102.000000 27.000000 60 4.412 0.008441 -6.339938
102.000000 27.000000 65 4.531 0.006475 -11.187627
102.000000 27.000000 70 4.577 0.009362 -25.199810
102.000000 27.000000 80 4.622 0.009802 -45.428536
102.000000 27.000000 90 4.617 0.011904 -54.125473
102.000000 27.000000 100 4.598 0.012739 -57.060382
102.000000 27.000000 110 4.575 0.012234 -57.812591
102.000000 27.000000 120 4.556 0.010901 -57.561109
102.000000 27.000000 130 4.542 0.009212 -56.747167
102.000000 27.000000 140 4.532 0.007487 -55.553690
102.000000 27.000000 150 4.525 0.005907 -54.051834
102.000000 27.500000 0 3.239 0.025353 7.362976
102.000000 27.500000 5 3.281 0.015897 9.649242
102.000000 27.500000 10 3.400 0.007026 10.783988
102.000000 27.500000 15 3.455 0.001353 -29.538565
102.000000 27.500000 20 3.533 0.002586 -35.672670
102.000000 27.500000 25 3.577 0.005667 -6.010255
102.000000 27.500000 30 3.619 0.011525 2.845601
102.000000 27.500000 35 3.690 0.016455 5.643437
102.000000 27.500000 40 3.772 0.019176 6.764302
102.000000 27.500000 45 3.852 0.019582 7.195466
102.000000 27.500000 50 3.924 0.018090 7.249876
102.000000 27.500000 55 3.986 0.015311 7.019262
102.000000 27.500000 60 4.039 0.011898 6.459607
102.000000 27.500000 65 4.082 0.008324 5.722564
102.000000 27.500000 70 4.490 0.008118 2.930333
102.000000 27.500000 80 4.599 0.002405 -56.180660
102.000000 27.500000 90 4.581 0.008267 -73.824522
102.000000 27.500000 100 4.568 0.011351 -75.371197
102.000000 27.500000 110 4.557 0.011998 -75.526419
102.000000 27.500000 120 4.550 0.011159 -75.260467
102.000000 27.500000 130 4.545 0.009604 -74.802511
102.000000 27.500000 140 4.540 0.007835 -74.228397
102.000000 27.500000 150 4.536 0.006142 -73.559222
102.000000 28.000000 0 3.243 0.023803 4.703372
102.000000 28.000000 5 3.276 0.019458 1.709635
102.000000 28.000000 10 3.395 0.018299 -6.950976
102.000000 28.000000 15 3.467 0.009560 -14.109666
102.000000 28.000000 20 3.562 0.000386 -46.091486
102.000000 28.000000 25 3.619 0.005695 63.237645
102.000000 28.000000 30 3.662 0.008288 52.776812
102.000000 28.000000 35 3.721 0.009277 41.071636
102.000000 28.000000 40 3.784 0.010106 29.677304
102.000000 28.000000 45 3.844 0.010994 20.668579
102.000000 28.000000 50 3.898 0.011504 14.349905
102.000000 28.000000 55 3.946 0.011332 10.038805
102.000000 28.000000 60 3.991 0.010488 7.073423
102.000000 28.000000 65 4.034 0.008699 5.079889
102.000000 28.000000 70 4.435 0.012338 3.289018
102.000000 28.000000 80 4.539 0.005721 2.844437
102.000000 28.000000 90 4.538 0.000598 69.240597
102.000000 28.000000 100 4.538 0.004882 87.548606
102.000000 28.000000 110 4.537 0.007416 88.287222
102.000000 28.000000 120 4.534 0.008447 88.539011
102.000000 28.000000 130 4.530 0.008456 88.689781
102.000000 28.000000 140 4.525 0.007862 88.809605
102.000000 28.000000 150 4.520 0.006970 88.922483
102.000000 28.500000 0 3.246 0.018930 2.721317
102.000000 28.500000 5 3.288 0.012920 7.437020
102.000000 28.500000 10 3.432 0.011443 7.426334
102.000000 28.500000 15 3.495 0.008274 5.167460
102.000000 28.500000 20 3.571 0.005192 1.074652
102.000000 28.500000 25 3.615 0.003701 -6.761983
102.000000 28.500000 30 3.651 0.003873 -13.099546
102.000000 28.500000 35 3.706 0.004892 -13.820399
102.000000 28.500000 40 3.763 0.006112 -11.619517
102.000000 28.500000 45 3.816 0.007150 -8.314746
102.000000 28.500000 50 3.863 0.007826 -4.404595
102.000000 28.500000 55 3.907 0.008139 0.001619
102.000000 28.500000 60 3.949 0.008197 4.786713
102.000000 28.500000 65 3.993 0.007426 8.375699
102.000000 28.500000 70 4.388 0.013170 14.676094
102.000000 28.500000 80 4.491 0.012376 24.848774
102.000000 28.500000 90 4.507 0.011353 34.215094
102.000000 28.500000 100 4.524 0.010039 42.483862
102.000000 28.500000 110 4.537 0.008618 50.051139
102.000000 28.500000 120 4.543 0.007270 57.291668
102.000000 28.500000 130 4.543 0.006119 64.377628
102.000000 28.500000 140 4.540 0.005203 71.242709
102.000000 28.500000 150 4.534 0.004500 77.660970
102.000000 29.000000 0 3.216 0.012421 -3.075690
102.000000 29.000000 5 3.257 0.004701 27.976240
102.000000 29.000000 10 3.453 0.010186 44.916126
102.000000 29.000000 15 3.523 0.010275 30.431003
102.000000 29.000000 20 3.579 0.010847 7.280460
102.000000 29.000000 25 3.589 0.014161 -9.829305
102.000000 29.000000 30 3.587 0.017167 -19.313988
102.000000 29.000000 35 3.607 0.018374 -24.818997
102.000000 29.000000 40 3.640 0.017706 -27.995917
102.000000 29.000000 45 3.681 0.015500 -29.469307
102.000000 29.000000 50 3.730 0.012277 -29.327242
102.000000 29.000000 55 3.785 0.008636 -26.931408
102.000000 29.000000 60 3.845 0.005258 -19.633628
102.000000 29.000000 65 3.912 0.003145 -5.621392
102.000000 29.000000 70 4.314 0.006662 25.199076
102.000000 29.000000 80 4.442 0.012197 38.950150
102.000000 29.000000 90 4.501 0.014938 42.604344
102.000000 29.000000 100 4.546 0.014800 44.378296
102.000000 29.000000 110 4.572 0.012949 45.574296
102.000000 29.000000 120 4.582 0.010377 46.590857
102.000000 29.000000 130 4.581 0.007737 47.650663
102.000000 29.000000 140 4.573 0.005385 48.988036
102.000000 29.000000 150 4.562 0.003470 51.008473
102.000000 29.500000 0 3.215 0.011123 -0.754701
102.000000 29.500000 5 3.247 0.009579 46.687839
102.000000 29.500000 10 3.481 0.019226 54.884390
102.000000 29.500000 15 3.582 0.010722 44.720959
102.000000 29.500000 20 3.621 0.011048 -9.236660
102.000000 29.500000 25 3.587 0.023873 -20.633673
102.000000 29.500000 30 3.547 0.030192 -23.624566
102.000000 29.500000 35 3.550 0.030084 -25.084641
102.000000 29.500000 40 3.588 0.025979 -25.844618
102.000000 29.500000 45 3.646 0.019952 -25.949668
102.000000 29.500000 50 3.714 0.013411 -24.981819
102.000000 29.500000 55 3.786 0.007287 -21.063628
102.000000 29.500000 60 3.856 0.002785 -0.835286
102.000000 29.500000 65 3.927 0.003037 35.629358
102.000000 29.500000 70 4.333 0.012044 48.393950
102.000000 29.500000 80 4.451 0.018096 51.353958
102.000000 29.500000 90 4.486 0.018938 51.845804
102.000000 29.500000 100 4.511 0.016297 51.656505
102.000000 29.500000 110 4.527 0.012144 50.961102
102.000000 29.500000 120 4.536 0.007826 49.462827
102.000000 29.500000 130 4.540 0.004094 45.794276
102.000000 29.500000 140 4.539 0.001425 30.258812
102.000000 29.500000 150 4.537 0.001467 -16.530670
102.500000 22.500000 0 3.178 0.005998 -80.780977
102.500000 22.500000 5 3.188 0.005310 79.648482
102.500000 22.500000 10 3.365 0.008817 88.538069
102.500000 22.500000 15 3.395 0.008293 -80.215205
102.500000 22.500000 20 3.455 0.005161 -61.358391
102.500000 22.500000 25 3.595 0.004550 -30.999173
102.500000 22.500000 30 3.789 0.005410 -15.408819
102.500000 22.500000 35 3.990 0.004957 -8.672084
102.500000 22.500000 40 4.417 0.003258 -3.612743
102.500000 22.500000 45 4.515 0.000861 33.572500
102.500000 22.500000 50 4.487 0.003400 72.753841
102.500000 22.500000 55 4.447 0.005903 76.016728
102.500000 22.500000 60 4.406 0.007367 76.808387
102.500000 22.500000 65 4.371 0.007906 76.830793
102.500000 22.500000 70 4.257 0.014361 76.108699
102.500000 22.500000 80 4.146 0.009764 74.034392
102.500000 22.500000 90 4.167 0.004878 68.849267
102.500000 22.500000 100 4.219 0.001608 42.981218
102.500000 22.500000 110 4.278 0.002694 3.145654
102.500000 22.500000 120 4.332 0.004279 -4.212651
102.500000 22.500000 130 4.377 0.005158 -6.793200
102.500000 22.500000 140 4.412 0.005466 -8.125072
102.500000 22.500000 150 4.438 0.005380 -8.937652
102.500000 23.000000 0 3.177 0.007884 83.189074
102.500000 23.000000 5 3.176 0.003112 -86.873522
102.500000 23.000000 10 3.360 0.010589 -87.413296
102.500000 23.000000 15 3.429 0.014060 89.293685
102.500000 23.000000 20 3.500 0.010133 84.547684
102.500000 23.000000 25 3.585 0.003877 67.647322
102.500000 23.000000 30 3.697 0.004097 20.218811
102.500000 23.000000 35 3.826 0.006332 9.436651
102.500000 23.000000 40 3.957 0.006203 5.752508
102.500000 23.000000 45 4.375 0.004796 3.513521
102.500000 23.000000 50 4.473 0.002717 1.632288
102.500000 23.000000 55 4.456 0.000522 -6.204317
102.500000 23.000000 60 4.434 0.001300 -84.847060
102.500000 23.000000 65 4.413 0.002483 -87.053834
102.500000 23.000000 70 4.335 0.006153 -88.074373
102.500000 23.000000 80 4.249 0.005070 -88.389500
102.500000 23.000000 90 4.247 0.002750 -86.879087
102.500000 23.000000 100 4.269 0.000627 -67.769626
102.500000 23.000000 110 4.301 0.001449 -12.752068
102.500000 23.000000 120 4.335 0.002573 -8.938895
102.500000 23.000000 130 4.367 0.003191 -8.216641
102.500000 23.000000 140 4.395 0.003412 -8.116629
102.500000 23.000000 150 4.418 0.003360 -8.210004
102.500000 23.500000 0 3.129 0.003949 69.664007
102.500000 23.500000 5 3.145 0.001917 -9.368779
102.500000 23.500000 10 3.380 0.000928 51.099138
102.500000 23.500000 15 3.409 0.006374 69.086460
102.500000 23.500000 20 3.416 0.008432 68.950685
102.500000 23.500000 25 3.450 0.006746 67.941924
102.500000 23.500000 30 3.536 0.003624 67.541124
102.500000 23.500000 35 3.663 0.000913 77.939058
102.500000 23.500000 40 3.814 0.000982 -42.108912
102.500000 23.500000 45 4.272 0.001735 -40.846290
102.500000 23.500000 50 4.397 0.002237 -48.543778
102.500000 23.500000 55 4.403 0.002489 -56.763800
102.500000 23.500000 60 4.403 0.002555 -64.319973
102.500000 23.500000 65 4.400 0.002507 -71.194438
102.500000 23.500000 70 4.341 0.004396 -80.200629
102.500000 23.500000 80 4.276 0.003165 87.569271
102.500000 23.500000 90 4.273 0.002068 70.343314
102.500000 23.500000 100 4.283 0.001791 46.769666
102.500000 23.500000 110 4.302 0.002170 30.698268
102.500000 23.500000 120 4.328 0.002559 22.820945
102.500000 23.500000 130 4.356 0.002751 18.662174
102.500000 23.500000 140 4.384 0.002749 16.279973
102.500000 23.500000 150 4.409 0.002607 14.888057
102.500000 24.000000 0 3.099 0.006475 4.150940
102.500000 24.000000 5 3.117 0.007188 -0.541162
102.500000 24.000000 10 3.360 0.011419 4.048882
102.500000 24.000000 15 3.365 0.009511 12.553343
102.500000 24.000000 20 3.347 0.005395 28.046988
102.500000 24.000000 25 3.378 0.003448 59.246671
102.500000 24.000000 30 3.483 0.004491 84.227499
102.500000 24.000000 35 3.638 0.005791 -85.058086
102.500000 24.000000 40 3.813 0.005871 -80.872108
102.500000 24.000000 45 4.284 0.005694 -78.456181
102.500000 24.000000 50 4.412 0.005992 -77.340363
102.500000 24.000000 55 4.415 0.005949 -78.074249
102.500000 24.000000 60 4.407 0.005505 -80.111694
102.500000 24.000000 65 4.395 0.004875 -83.435980
102.500000 24.000000 70 4.318 0.007673 89.052910
102.500000 24.000000 80 4.232 0.005762 74.827302
102.500000 24.000000 90 4.232 0.005248 60.357699
102.500000 24.000000 100 4.256 0.005374 50.565633
102.500000 24.000000 110 4.293 0.005449 44.962067
102.500000 24.000000 120 4.333 0.005294 41.827730
102.500000 24.000000 130 4.372 0.004940 40.134003
102.500000 24.000000 140 4.406 0.004466 39.348573
102.500000 24.000000 150 4.433 0.003940 39.181299
102.500000 24.500000 0 3.109 0.009775 6.169347
102.500000 24.500000 5 3.119 0.007915 5.060299
102.500000 24.500000 10 3.346 0.013259 9.596246
102.500000 24.500000 15 3.389 0.013986 12.034538
102.500000 24.500000 20 3.413 0.010185 12.713468
102.500000 24.500000 25 3.438 0.004624 11.007945
102.500000 24.500000 30 3.495 0.000874 -56.625477
102.500000 24.500000 35 3.590 0.004733 -73.621431
102.500000 24.500000 40 3.699 0.007324 -75.856537
102.500000 24.500000 45 3.818 0.007757 -77.223951
102.500000 24.500000 50 4.268 0.007546 -78.416189
102.500000 24.500000 55 4.385 0.007500 -79.225764
102.500000 24.500000 60 4.386 0.006810 -79.722538
102.500000 24.500000 65 4.387 0.005589 -79.961792
102.500000 24.500000 70 4.337 0.006612 -79.780638
102.500000 24.500000 80 4.305 0.001014 -74.367694
102.500000 24.500000 90 4.341 0.002924 7.545165
102.500000 24.500000 100 4.376 0.005097 9.230004
102.500000 24.500000 110 4.406 0.005935 10.454470
102.500000 24.500000 120 4.429 0.005888 11.781069
102.500000 24.500000 130 4.448 0.005340 13.313586
102.500000 24.500000 140 4.461 0.004569 15.110454
102.500000 24.500000 150 4.471 0.003754 17.229810
102.500000 25.000000 0 3.126 0.011595 9.049239
102.500000 25.000000 5 3.175 0.004612 20.975496
102.500000 25.000000 10 3.417 0.006500 34.324190
102.500000 25.000000 15 3.402 0.009405 19.432233
102.500000 25.000000 20 3.356 0.012567 7.795054
102.500000 25.000000 25 3.352 0.013241 1.371619
102.500000 25.000000 30 3.425 0.011034 -3.449465
102.500000 25.000000 35 3.561 0.007390 -9.621581
102.500000 25.000000 40 3.716 0.004111 -23.310860
102.500000 25.000000 45 3.870 0.002838 -46.350262
102.500000 25.000000 50 4.327 0.003352 -64.193624
102.500000 25.000000 55 4.451 0.004409 -70.004634
102.500000 25.000000 60 4.457 0.004731 -70.167844
102.500000 25.000000 65 4.455 0.004339 -67.356383
102.500000 25.000000 70 4.423 0.006371 -56.720198
102.500000 25.000000 80 4.382 0.005423 -30.671532
102.500000 25.000000 90 4.378 0.007190 -13.822834
102.500000 25.000000 100 4.388 0.008547 -6.558313
102.500000 25.000000 110 4.406 0.008813 -2.458011
102.500000 25.000000 120 4.426 0.008253 0.518859
102.500000 25.000000 130 4.445 0.007236 3.091719
102.500000 25.000000 140 4.460 0.006053 5.594041
102.500000 25.000000 150 4.473 0.004891 8.227817
102.500000 25.500000 0 3.148 0.010136 5.616815
102.500000 25.500000 5 3.248 0.007219 18.548884
102.500000 25.500000 10 3.526 0.009239 19.811270
102.500000 25.500000 15 3.452 0.008897 9.421587
102.500000 25.500000 20 3.326 0.007495 -3.176898
102.500000 25.500000 25 3.276 0.005780 -15.045494
102.500000 25.500000 30 3.343 0.004139 -27.183401
102.500000 25.500000 35 3.496 0.003011 -40.432918
102.500000 25.500000 40 3.677 0.002409 -51.979575
102.500000 25.500000 45 3.854 0.001902 -60.881059
102.500000 25.500000 50 4.323 0.001471 -65.297700
102.500000 25.500000 55 4.461 0.000967 -54.402703
102.500000 25.500000 60 4.480 0.001020 -26.072143
102.500000 25.500000 65 4.490 0.001729 -12.451339
102.500000 25.500000 70 4.493 0.005469 -6.707051
102.500000 25.500000 80 4.491 0.006813 -4.283089
102.500000 25.500000 90 4.486 0.006629 -3.165011
102.500000 25.500000 100 4.483 0.005487 -2.257703
102.500000 25.500000 110 4.483 0.003946 -1.038675
102.500000 25.500000 120 4.486 0.002398 1.388661
102.500000 25.500000 130 4.490 0.001088 8.928334
102.500000 25.500000 140 4.493 0.000506 47.606201
102.500000 25.500000 150 4.497 0.001048 71.604984
102.500000 26.000000 0 3.175 0.007769 3.832896
102.500000 26.000000 5 3.256 0.006331 9.954169
102.500000 26.000000 10 3.510 0.009574 8.030316
102.500000 26.000000 15 3.496 0.009503 3.082693
102.500000 26.000000 20 3.412 0.006302 -3.519694
102.500000 26.000000 25 3.340 0.002714 -21.614142
102.500000 26.000000 30 3.353 0.002767 -61.935474
102.500000 26.000000 35 3.460 0.004283 -73.575897
102.500000 26.000000 40 3.616 0.004751 -76.887686
102.500000 26.000000 45 3.783 0.004261 -78.145017
102.500000 26.000000 50 3.938 0.003329 -78.578655
102.500000 26.000000 55 4.391 0.002267 -78.920546
102.500000 26.000000 60 4.526 0.000871 -78.827807
102.500000 26.000000 65 4.553 0.000516 7.842883
102.500000 26.000000 70 4.604 0.004167 8.172134
102.500000 26.000000 80 4.644 0.006345 6.547585
102.500000 26.000000 90 4.622 0.006436 3.799846
102.500000 26.000000 100 4.589 0.005288 -0.566091
102.500000 26.000000 110 4.557 0.003780 -7.925894
102.500000 26.000000 120 4.532 0.002592 -20.837607
102.500000 26.000000 130 4.514 0.002169 -38.906551
102.500000 26.000000 140 4.503 0.002358 -53.533715
102.500000 26.000000 150 4.496 0.002660 -62.247550
102.500000 26.500000 0 3.202 0.009888 6.575202
102.500000 26.500000 5 3.284 0.006521 13.157261
102.500000 26.500000 10 3.572 0.006353 24.261512
102.500000 26.500000 15 3.590 0.004746 17.443710
102.500000 26.500000 20 3.498 0.004416 -2.585003
102.500000 26.500000 25 3.394 0.005428 -13.783206
102.500000 26.500000 30 3.373 0.005833 -17.973707
102.500000 26.500000 35 3.456 0.005543 -20.042067
102.500000 26.500000 40 3.597 0.004979 -21.374492
102.500000 26.500000 45 3.757 0.004448 -22.198242
102.500000 26.500000 50 3.912 0.003705 -23.467163
102.500000 26.500000 55 4.368 0.003134 -23.973467
102.500000 26.500000 60 4.505 0.003139 -22.472786
102.500000 26.500000 65 4.531 0.003338 -21.231022
102.500000 26.500000 70 4.574 0.007377 -20.816334
102.500000 26.500000 80 4.612 0.008174 -22.178096
102.500000 26.500000 90 4.602 0.008537 -24.909105
102.500000 26.500000 100 4.581 0.008424 -28.254123
102.500000 26.500000 110 4.560 0.007952 -31.824642
102.500000 26.500000 120 4.542 0.007258 -35.443029
102.500000 26.500000 130 4.528 0.006457 -39.042117
102.500000 26.500000 140 4.519 0.005637 -42.607521
102.500000 26.500000 150 4.512 0.004852 -46.143585
102.500000 27.000000 0 3.219 0.017606 12.069782
102.500000 27.000000 5 3.293 0.007314 27.109604
102.500000 27.000000 10 3.523 0.007186 58.763542
102.500000 27.000000 15 3.544 0.003102 56.969650
102.500000 27.000000 20 3.504 0.005538 -0.948293
102.500000 27.000000 25 3.447 0.011710 -2.522134
102.500000 27.000000 30 3.446 0.014856 -1.037090
102.500000 27.000000 35 3.524 0.015352 0.415438
102.500000 27.000000 40 3.647 0.014337 1.276518
102.500000 27.000000 45 3.783 0.012687 1.164979
102.500000 27.000000 50 3.913 0.010964 -0.253826
102.500000 27.000000 55 4.025 0.008678 -2.149231
102.500000 27.000000 60 4.443 0.006958 -4.886904
102.500000 27.000000 65 4.558 0.006302 -10.191044
102.500000 27.000000 70 4.607 0.011875 -20.302402
102.500000 27.000000 80 4.647 0.012418 -32.839828
102.500000 27.000000 90 4.629 0.013315 -41.930219
102.500000 27.000000 100 4.602 0.013566 -48.471806
102.500000 27.000000 110 4.576 0.013059 -53.674093
102.500000 27.000000 120 4.555 0.012021 -58.226363
102.500000 27.000000 130 4.540 0.010726 -62.480418
102.500000 27.000000 140 4.529 0.009383 -66.602606
102.500000 27.000000 150 4.522 0.008119 -70.650125
102.500000 27.500000 0 3.195 0.023033 6.007254
102.500000 27.500000 5 3.251 0.011107 8.701550
102.500000 27.500000 10 3.441 0.006441 -3.262108
102.500000 27.500000 15 3.465 0.006764 -17.778041
102.500000 27.500000 20 3.464 0.006969 -13.263390
102.500000 27.500000 25 3.450 0.007678 0.796359
102.500000 27.500000 30 3.475 0.009705 10.748267
102.500000 27.500000 35 3.563 0.011482 14.536093
102.500000 27.500000 40 3.683 0.012350 14.780723
102.500000 27.500000 45 3.812 0.012410 12.969527
102.500000 27.500000 50 3.934 0.011992 9.880496
102.500000 27.500000 55 4.037 0.010356 7.100425
102.500000 27.500000 60 4.450 0.008911 3.960552
102.500000 27.500000 65 4.560 0.008214 -0.541294
102.500000 27.500000 70 4.601 0.013603 -8.551994
102.500000 27.500000 80 4.628 0.009902 -23.887724
102.500000 27.500000 90 4.601 0.008717 -44.672134
102.500000 27.500000 100 4.569 0.010060 -60.636004
102.500000 27.500000 110 4.542 0.011647 -69.633625
102.500000 27.500000 120 4.523 0.012483 -75.050173
102.500000 27.500000 130 4.511 0.012510 -78.744863
102.500000 27.500000 140 4.505 0.011937 -81.521343
102.500000 27.500000 150 4.502 0.010992 -83.753530
102.500000 28.000000 0 3.239 0.021557 0.791642
102.500000 28.000000 5 3.319 0.013848 -2.245381
102.500000 28.000000 10 3.424 0.014541 -13.062720
102.500000 28.000000 15 3.401 0.011493 -16.729364
102.500000 28.000000 20 3.423 0.005776 -11.151511
102.500000 28.000000 25 3.460 0.003567 22.981855
102.500000 28.000000 30 3.532 0.006041 38.324653
102.500000 28.000000 35 3.647 0.007498 38.280156
102.500000 28.000000 40 3.775 0.007848 33.708147
102.500000 28.000000 45 3.894 0.007868 26.791103
102.500000 28.000000 50 3.994 0.008043 19.391031
102.500000 28.000000 55 4.075 0.008363 13.100836
102.500000 28.000000 60 4.140 0.008624 8.390176
102.500000 28.000000 65 4.182 0.007822 5.593337
102.500000 28.000000 70 4.605 0.013376 2.573273
102.500000 28.000000 80 4.729 0.009912 -0.896931
102.500000 28.000000 90 4.686 0.004712 -6.643609
102.500000 28.000000 100 4.642 0.001571 -60.374656
102.500000 28.000000 110 4.602 0.005272 -82.791887
102.500000 28.000000 120 4.572 0.008061 -86.052832
102.500000 28.000000 130 4.549 0.009589 -87.524183
102.500000 28.000000 140 4.533 0.010114 -88.482641
102.500000 28.000000 150 4.522 0.009940 -89.227627
102.500000 28.500000 0 3.272 0.015885 -4.492273
102.500000 28.500000 5 3.349 0.010488 -2.826461
102.500000 28.500000 10 3.435 0.010527 -3.909766
102.500000 28.500000 15 3.427 0.009068 -1.127975
102.500000 28.500000 20 3.471 0.006621 5.353094
102.500000 28.500000 25 3.528 0.004535 12.529981
102.500000 28.500000 30 3.613 0.002955 14.041099
102.500000 28.500000 35 3.731 0.002137 0.640249
102.500000 28.500000 40 3.852 0.002905 -15.469524
102.500000 28.500000 45 3.958 0.004294 -19.521080
102.500000 28.500000 50 4.042 0.005444 -18.560824
102.500000 28.500000 55 4.104 0.006146 -15.560606
102.500000 28.500000 60 4.152 0.006482 -11.370074
102.500000 28.500000 65 4.180 0.005978 -8.064415
102.500000 28.500000 70 4.589 0.010615 -1.592230
102.500000 28.500000 80 4.690 0.010353 9.991896
102.500000 28.500000 90 4.635 0.010305 20.041890
102.500000 28.500000 100 4.588 0.009819 27.422852
102.500000 28.500000 110 4.553 0.008826 32.974044
102.500000 28.500000 120 4.531 0.007529 37.539359
102.500000 28.500000 130 4.517 0.006166 41.697229
102.500000 28.500000 140 4.510 0.004906 45.833433
102.500000 28.500000 150 4.506 0.003839 50.212016
102.500000 29.000000 0 3.288 0.013481 -13.694684
102.500000 29.000000 5 3.327 0.002798 2.115752
102.500000 29.000000 10 3.384 0.007384 56.554005
102.500000 29.000000 15 3.443 0.007037 41.792363
102.500000 29.000000 20 3.562 0.007523 10.738740
102.500000 29.000000 25 3.658 0.012606 -7.982863
102.500000 29.000000 30 3.742 0.017697 -15.950917
102.500000 29.000000 35 3.835 0.020823 -20.174110
102.500000 29.000000 40 3.921 0.021685 -22.632139
102.500000 29.000000 45 3.993 0.020471 -23.936510
102.500000 29.000000 50 4.047 0.017637 -24.246742
102.500000 29.000000 55 4.085 0.013806 -23.373843
102.500000 29.000000 60 4.114 0.009706 -20.489004
102.500000 29.000000 65 4.132 0.006103 -15.680209
102.500000 29.000000 70 4.526 0.006171 6.119875
102.500000 29.000000 80 4.600 0.010531 36.838066
102.500000 29.000000 90 4.541 0.015253 41.127800
102.500000 29.000000 100 4.502 0.016526 40.817954
102.500000 29.000000 110 4.483 0.015527 39.038352
102.500000 29.000000 120 4.477 0.013485 36.465942
102.500000 29.000000 130 4.478 0.011198 33.351928
102.500000 29.000000 140 4.484 0.009071 29.848574
102.500000 29.000000 150 4.490 0.007258 26.086838
102.500000 29.500000 0 3.280 0.011489 -18.770588
102.500000 29.500000 5 3.266 0.002444 67.288060
102.500000 29.500000 10 3.292 0.013691 64.598457
102.500000 29.500000 15 3.451 0.009575 49.520807
102.500000 29.500000 20 3.675 0.009149 9.616758
102.500000 29.500000 25 3.812 0.017663 -9.337533
102.500000 29.500000 30 3.874 0.025143 -16.454888
102.500000 29.500000 35 3.909 0.029025 -20.439580
102.500000 29.500000 40 3.932 0.029310 -23.047198
102.500000 29.500000 45 3.952 0.026733 -24.803041
102.500000 29.500000 50 3.972 0.022256 -25.895292
102.500000 29.500000 55 3.995 0.016825 -26.306737
102.500000 29.500000 60 4.022 0.011281 -25.675423
102.500000 29.500000 65 4.050 0.006537 -23.970103
102.500000 29.500000 70 4.443 0.003501 -3.968441
102.500000 29.500000 80 4.527 0.009770 45.236590
102.500000 29.500000 90 4.504 0.015854 45.838448
102.500000 29.500000 100 4.491 0.017913 43.484585
102.500000 29.500000 110 4.487 0.017525 40.155462
102.500000 29.500000 120 4.488 0.016011 36.301096
102.500000 29.500000 130 4.492 0.014164 32.215142
102.500000 29.500000 140 4.496 0.012353 28.162993
102.500000 29.500000 150 4.499 0.010704 24.357375
103.000000 22.500000 0 3.157 0.001642 -77.691330
103.000000 22.500000 5 3.148 0.004389 85.982786
103.000000 22.500000 10 3.385 0.009482 -82.368849
103.000000 22.500000 15 3.478 0.009253 -72.931509
103.000000 22.500000 20 3.520 0.005100 -54.736870
103.000000 22.500000 25 3.574 0.004802 -14.495257
103.000000 22.500000 30 3.677 0.007593 1.746896
103.000000 22.500000 35 3.828 0.008072 7.226074
103.000000 22.500000 40 4.265 0.007309 11.694457
103.000000 22.500000 45 4.381 0.006292 19.120673
103.000000 22.500000 50 4.382 0.005070 30.029710
103.000000 22.500000 55 4.382 0.004363 44.067678
103.000000 22.500000 60 4.381 0.004359 57.296739
103.000000 22.500000 65 4.379 0.004672 67.234976
103.000000 22.500000 70 4.313 0.009806 77.335051
103.000000 22.500000 80 4.246 0.009230 87.424055
103.000000 22.500000 90 4.252 0.008095 -83.139330
103.000000 22.500000 100 4.269 0.007241 -73.867145
103.000000 22.500000 110 4.292 0.006746 -65.904186
103.000000 22.500000 120 4.318 0.006388 -59.923339
103.000000 22.500000 130 4.346 0.005985 -55.737104
