Lon       Lat      Dep  Vel  Mag      Fast
100.500000 26.000000 30 3.459 0.009177 8.983641
100.500000 26.000000 35 3.534 0.008924 3.582720
100.500000 26.000000 40 3.639 0.009021 -2.858072
100.500000 26.000000 45 3.754 0.009359 -8.843134
100.500000 26.000000 50 3.874 0.008693 -12.732193
100.500000 26.000000 55 4.320 0.008013 -16.133781
100.500000 26.000000 60 4.450 0.008045 -20.043964
100.500000 26.000000 65 4.474 0.007792 -23.578628
100.500000 26.000000 70 4.501 0.013413 -28.257541
100.500000 26.000000 80 4.546 0.009552 -34.797570
100.500000 26.000000 90 4.572 0.005817 -43.805582
100.500000 26.000000 100 4.574 0.003290 -60.967043
100.500000 26.000000 110 4.563 0.002847 -86.141449
100.500000 26.000000 120 4.546 0.003517 79.213942
100.500000 26.000000 130 4.528 0.004044 72.621259
100.500000 26.000000 140 4.512 0.004213 69.163079
100.500000 26.000000 150 4.500 0.004098 67.122033
100.500000 26.500000 0 3.165 0.016680 -0.010926
100.500000 26.500000 5 3.211 0.009482 -6.529178
100.500000 26.500000 10 3.421 0.007244 -34.432384
100.500000 26.500000 15 3.443 0.006440 -49.635638
100.500000 26.500000 20 3.449 0.002860 -47.369778
100.500000 26.500000 25 3.447 0.003603 8.179787
100.500000 26.500000 30 3.474 0.008661 13.429197
100.500000 26.500000 35 3.546 0.012431 13.452149
100.500000 26.500000 40 3.640 0.014568 13.118487
100.500000 26.500000 45 3.740 0.015264 12.972344
100.500000 26.500000 50 3.836 0.014891 13.097904
100.500000 26.500000 55 3.930 0.012700 13.329544
100.500000 26.500000 60 4.356 0.010568 13.766492
100.500000 26.500000 65 4.472 0.009340 14.604782
100.500000 26.500000 70 4.480 0.014370 16.303860
100.500000 26.500000 80 4.498 0.008313 19.897402
100.500000 26.500000 90 4.516 0.003325 29.717327
100.500000 26.500000 100 4.522 0.001852 77.566135
100.500000 26.500000 110 4.520 0.003943 -84.259670
100.500000 26.500000 120 4.515 0.005431 -80.146208
100.500000 26.500000 130 4.509 0.006182 -78.377128
100.500000 26.500000 140 4.503 0.006383 -77.423638
100.500000 26.500000 150 4.498 0.006212 -76.863996
100.500000 27.000000 0 3.123 0.014594 -2.702981
100.500000 27.000000 5 3.143 0.013070 -10.362566
100.500000 27.000000 10 3.326 0.014289 -31.843523
100.500000 27.000000 15 3.369 0.012096 -50.488946
100.500000 27.000000 20 3.423 0.008804 -67.276156
100.500000 27.000000 25 3.457 0.004409 -88.681778
100.500000 27.000000 30 3.494 0.004793 43.095557
100.500000 27.000000 35 3.559 0.009931 29.006213
100.500000 27.000000 40 3.636 0.014192 25.379815
100.500000 27.000000 45 3.717 0.016856 24.511445
100.500000 27.000000 50 3.799 0.018022 24.857668
100.500000 27.000000 55 3.885 0.016361 25.511709
100.500000 27.000000 60 4.316 0.014448 26.491797
100.500000 27.000000 65 4.434 0.013682 28.187656
100.500000 27.000000 70 4.424 0.023276 31.424636
100.500000 27.000000 80 4.439 0.016015 37.429709
100.500000 27.000000 90 4.482 0.009569 48.269772
100.500000 27.000000 100 4.512 0.006382 69.146008
100.500000 27.000000 110 4.530 0.006985 89.234735
100.500000 27.000000 120 4.538 0.008466 -81.007284
100.500000 27.000000 130 4.539 0.009356 -76.242781
100.500000 27.000000 140 4.536 0.009529 -73.529806
100.500000 27.000000 150 4.531 0.009159 -71.795895
100.500000 27.500000 0 3.108 0.013881 -10.331880
100.500000 27.500000 5 3.128 0.013811 -16.796234
100.500000 27.500000 10 3.327 0.016666 -26.828175
100.500000 27.500000 15 3.359 0.009842 -38.862111
100.500000 27.500000 20 3.409 0.005184 -71.611026
100.500000 27.500000 25 3.450 0.005858 81.552411
100.500000 27.500000 30 3.492 0.005552 63.788074
100.500000 27.500000 35 3.551 0.005886 43.709320
100.500000 27.500000 40 3.612 0.007901 31.116546
100.500000 27.500000 45 3.673 0.010090 26.619884
100.500000 27.500000 50 3.736 0.011589 25.952378
100.500000 27.500000 55 3.814 0.010975 26.413875
100.500000 27.500000 60 4.254 0.010125 27.664772
100.500000 27.500000 65 4.374 0.010227 30.493727
100.500000 27.500000 70 4.335 0.019187 35.923316
100.500000 27.500000 80 4.337 0.015519 44.496508
100.500000 27.500000 90 4.407 0.011909 55.499914
100.500000 27.500000 100 4.463 0.009853 68.945479
100.500000 27.500000 110 4.499 0.009405 81.588730
100.500000 27.500000 120 4.519 0.009646 -89.282740
100.500000 27.500000 130 4.526 0.009802 -83.308530
100.500000 27.500000 140 4.526 0.009605 -79.346582
100.500000 27.500000 150 4.523 0.009063 -76.597907
100.500000 28.000000 0 3.108 0.011748 -15.301592
100.500000 28.000000 5 3.122 0.009846 -24.398377
100.500000 28.000000 10 3.314 0.014659 -21.750206
100.500000 28.000000 15 3.347 0.010518 -14.779721
100.500000 28.000000 20 3.419 0.004023 6.393544
100.500000 28.000000 25 3.487 0.004229 50.633013
100.500000 28.000000 30 3.544 0.005581 63.457765
100.500000 28.000000 35 3.596 0.004924 69.601500
100.500000 28.000000 40 3.634 0.003297 73.893380
100.500000 28.000000 45 3.664 0.001625 74.828204
100.500000 28.000000 50 3.697 0.000605 52.983687
100.500000 28.000000 55 3.757 0.000751 22.467745
100.500000 28.000000 60 4.199 0.001213 20.358956
100.500000 28.000000 65 4.316 0.001973 30.267842
100.500000 28.000000 70 4.245 0.006227 42.712622
100.500000 28.000000 80 4.232 0.008319 53.060915
100.500000 28.000000 90 4.335 0.009162 61.036410
100.500000 28.000000 100 4.422 0.009286 68.350975
100.500000 28.000000 110 4.481 0.009067 75.203757
100.500000 28.000000 120 4.515 0.008710 81.382619
100.500000 28.000000 130 4.530 0.008268 86.673571
100.500000 28.000000 140 4.535 0.007736 -88.969559
100.500000 28.000000 150 4.533 0.007113 -85.453467
100.500000 28.500000 0 3.121 0.009950 -12.218065
100.500000 28.500000 5 3.147 0.005344 -38.338833
100.500000 28.500000 10 3.327 0.008082 -39.178475
100.500000 28.500000 15 3.337 0.007195 -21.092545
100.500000 28.500000 20 3.398 0.007836 -0.363970
100.500000 28.500000 25 3.468 0.009036 9.450269
100.500000 28.500000 30 3.536 0.008756 12.349846
100.500000 28.500000 35 3.603 0.007280 11.767319
100.500000 28.500000 40 3.654 0.005397 9.200928
100.500000 28.500000 45 3.691 0.003583 5.919461
100.500000 28.500000 50 3.723 0.001994 4.037314
100.500000 28.500000 55 3.761 0.000707 13.377675
100.500000 28.500000 60 3.816 0.000496 61.518491
100.500000 28.500000 65 4.251 0.001113 69.860127
100.500000 28.500000 70 4.302 0.004764 67.778971
100.500000 28.500000 80 4.272 0.006815 67.222968
100.500000 28.500000 90 4.335 0.007108 68.491437
100.500000 28.500000 100 4.395 0.006415 71.843715
100.500000 28.500000 110 4.440 0.005444 77.585750
100.500000 28.500000 120 4.470 0.004686 85.386185
100.500000 28.500000 130 4.489 0.004306 -86.350047
100.500000 28.500000 140 4.499 0.004176 -79.418472
100.500000 28.500000 150 4.503 0.004101 -74.379882
100.500000 29.000000 0 3.117 0.006750 -24.320836
100.500000 29.000000 5 3.168 0.003851 -69.244129
100.500000 29.000000 10 3.420 0.004815 -79.787952
100.500000 29.000000 15 3.405 0.002395 -16.639749
100.500000 29.000000 20 3.378 0.009011 -5.346766
100.500000 29.000000 25 3.368 0.012395 -6.336029
100.500000 29.000000 30 3.399 0.012426 -9.232688
100.500000 29.000000 35 3.473 0.010573 -13.505967
100.500000 29.000000 40 3.558 0.008094 -19.225877
100.500000 29.000000 45 3.638 0.005683 -26.868471
100.500000 29.000000 50 3.712 0.003700 -37.967350
100.500000 29.000000 55 3.780 0.002466 -55.622469
100.500000 29.000000 60 3.852 0.002124 -73.080901
100.500000 29.000000 65 4.287 0.002178 -87.079368
100.500000 29.000000 70 4.353 0.005444 75.800249
100.500000 29.000000 80 4.321 0.006228 63.456482
100.500000 29.000000 90 4.351 0.005689 54.915494
100.500000 29.000000 100 4.384 0.004486 46.546897
100.500000 29.000000 110 4.415 0.003219 35.989532
100.500000 29.000000 120 4.440 0.002351 21.043731
100.500000 29.000000 130 4.459 0.002110 3.889797
100.500000 29.000000 140 4.474 0.002262 -9.091947
100.500000 29.000000 150 4.484 0.002459 -17.192310
100.500000 29.500000 0 3.156 0.006231 -46.589403
100.500000 29.500000 5 3.201 0.013187 -84.228102
100.500000 29.500000 10 3.369 0.021971 -85.868300
100.500000 29.500000 15 3.357 0.008575 -77.322312
100.500000 29.500000 20 3.393 0.012416 -7.540948
100.500000 29.500000 25 3.450 0.025794 -3.045739
100.500000 29.500000 30 3.525 0.030599 -2.537570
100.500000 29.500000 35 3.617 0.028538 -3.094044
100.500000 29.500000 40 3.697 0.022591 -4.489333
100.500000 29.500000 45 3.757 0.015241 -7.121217
100.500000 29.500000 50 3.802 0.008280 -12.879932
100.500000 29.500000 55 3.839 0.003369 -33.125378
100.500000 29.500000 60 3.872 0.003872 -71.604404
100.500000 29.500000 65 3.914 0.005518 -81.901590
100.500000 29.500000 70 4.290 0.013059 -88.066701
100.500000 29.500000 80 4.361 0.011749 85.639028
100.500000 29.500000 90 4.381 0.007235 76.183985
100.500000 29.500000 100 4.411 0.003854 49.388869
100.500000 29.500000 110 4.441 0.005454 19.874309
100.500000 29.500000 120 4.465 0.007916 10.191849
100.500000 29.500000 130 4.483 0.009362 5.836405
100.500000 29.500000 140 4.495 0.009810 3.136894
100.500000 29.500000 150 4.502 0.009532 1.142707
101.000000 21.500000 0 3.159 0.007790 -29.187093
101.000000 21.500000 5 3.110 0.008372 -55.030917
101.000000 21.500000 10 3.270 0.007080 -62.100343
101.000000 21.500000 15 3.401 0.002888 -13.388733
101.000000 21.500000 20 3.559 0.009489 5.774058
101.000000 21.500000 25 3.722 0.012224 5.580112
101.000000 21.500000 30 3.880 0.010570 1.670342
101.000000 21.500000 35 4.024 0.007273 -5.925670
101.000000 21.500000 40 4.409 0.004868 -24.273198
101.000000 21.500000 45 4.475 0.006562 -49.103483
101.000000 21.500000 50 4.424 0.009687 -57.504092
101.000000 21.500000 55 4.375 0.011477 -59.948603
101.000000 21.500000 60 4.335 0.011766 -60.355996
101.000000 21.500000 65 4.306 0.011025 -59.479221
101.000000 21.500000 70 4.175 0.017160 -55.946863
101.000000 21.500000 80 4.065 0.010185 -45.650042
101.000000 21.500000 90 4.116 0.006765 -24.566689
101.000000 21.500000 100 4.188 0.007517 -5.268675
101.000000 21.500000 110 4.258 0.009044 3.639466
101.000000 21.500000 120 4.319 0.009926 7.869773
101.000000 21.500000 130 4.370 0.010103 10.184315
101.000000 21.500000 140 4.409 0.009760 11.559771
101.000000 21.500000 150 4.438 0.009080 12.397570
101.000000 22.000000 0 3.101 0.007447 -26.310938
101.000000 22.000000 5 3.034 0.005992 -59.093094
101.000000 22.000000 10 3.208 0.003856 -38.504842
101.000000 22.000000 15 3.345 0.008236 -4.788449
101.000000 22.000000 20 3.496 0.011034 0.289389
101.000000 22.000000 25 3.645 0.008930 0.330379
101.000000 22.000000 30 3.794 0.004494 -6.660219
101.000000 22.000000 35 3.944 0.002133 -40.585677
101.000000 22.000000 40 4.350 0.004043 -63.970214
101.000000 22.000000 45 4.428 0.006587 -66.568895
101.000000 22.000000 50 4.386 0.008021 -65.380180
101.000000 22.000000 55 4.345 0.008257 -63.132230
101.000000 22.000000 60 4.312 0.007709 -60.302606
101.000000 22.000000 65 4.288 0.006819 -56.879650
101.000000 22.000000 70 4.155 0.010323 -50.774497
101.000000 22.000000 80 4.050 0.006359 -39.945439
101.000000 22.000000 90 4.113 0.003874 -24.438758
101.000000 22.000000 100 4.194 0.002932 -4.520612
101.000000 22.000000 110 4.274 0.002959 11.865205
101.000000 22.000000 120 4.343 0.003201 21.630970
101.000000 22.000000 130 4.399 0.003333 27.178305
101.000000 22.000000 140 4.441 0.003298 30.326977
101.000000 22.000000 150 4.472 0.003125 31.998769
101.000000 22.500000 0 3.082 0.012408 -17.661240
101.000000 22.500000 5 3.036 0.004986 -49.663512
101.000000 22.500000 10 3.243 0.004875 -18.293656
101.000000 22.500000 15 3.340 0.011923 -3.244059
101.000000 22.500000 20 3.428 0.014058 -2.343689
101.000000 22.500000 25 3.533 0.010921 -5.417866
101.000000 22.500000 30 3.671 0.006448 -15.757063
101.000000 22.500000 35 3.837 0.004168 -37.039469
101.000000 22.500000 40 4.274 0.004684 -54.025060
101.000000 22.500000 45 4.379 0.006020 -59.301610
101.000000 22.500000 50 4.361 0.006664 -60.139495
101.000000 22.500000 55 4.343 0.006542 -59.609861
101.000000 22.500000 60 4.327 0.005958 -58.698935
101.000000 22.500000 65 4.317 0.005213 -58.050367
101.000000 22.500000 70 4.214 0.007922 -58.592375
101.000000 22.500000 80 4.131 0.004942 -63.438552
101.000000 22.500000 90 4.179 0.003286 -75.811650
101.000000 22.500000 100 4.236 0.003067 89.537461
101.000000 22.500000 110 4.292 0.003374 81.118294
101.000000 22.500000 120 4.341 0.003566 77.156303
101.000000 22.500000 130 4.381 0.003514 75.127129
101.000000 22.500000 140 4.412 0.003261 73.914777
101.000000 22.500000 150 4.436 0.002884 73.048535
101.000000 23.000000 0 3.079 0.014251 -10.938118
101.000000 23.000000 5 3.054 0.008044 -34.276073
101.000000 23.000000 10 3.286 0.008235 -27.597773
101.000000 23.000000 15 3.349 0.009223 -4.345313
101.000000 23.000000 20 3.395 0.010923 7.876030
101.000000 23.000000 25 3.482 0.009969 11.914457
101.000000 23.000000 30 3.624 0.007345 10.348462
101.000000 23.000000 35 3.802 0.004605 3.898263
101.000000 23.000000 40 4.253 0.003544 -10.617009
101.000000 23.000000 45 4.362 0.004590 -24.572684
101.000000 23.000000 50 4.345 0.005778 -31.141119
101.000000 23.000000 55 4.326 0.006285 -34.889959
101.000000 23.000000 60 4.310 0.006134 -37.932679
101.000000 23.000000 65 4.300 0.005571 -41.481249
101.000000 23.000000 70 4.193 0.008628 -49.069913
101.000000 23.000000 80 4.114 0.006065 -64.961352
101.000000 23.000000 90 4.175 0.005623 -82.404104
101.000000 23.000000 100 4.245 0.006167 86.790794
101.000000 23.000000 110 4.309 0.006530 81.178927
101.000000 23.000000 120 4.364 0.006471 78.060568
101.000000 23.000000 130 4.406 0.006072 76.160105
101.000000 23.000000 140 4.437 0.005467 74.906938
101.000000 23.000000 150 4.459 0.004770 74.022431
101.000000 23.500000 0 3.095 0.018262 -6.306509
101.000000 23.500000 5 3.105 0.010037 -27.964228
101.000000 23.500000 10 3.405 0.008891 -29.156325
101.000000 23.500000 15 3.422 0.008381 -2.839956
101.000000 23.500000 20 3.383 0.012106 10.957182
101.000000 23.500000 25 3.421 0.013146 12.658287
101.000000 23.500000 30 3.556 0.011725 9.180759
101.000000 23.500000 35 3.751 0.009084 3.611481
101.000000 23.500000 40 4.225 0.007643 -4.592755
101.000000 23.500000 45 4.343 0.008136 -14.761965
101.000000 23.500000 50 4.324 0.008846 -22.895552
101.000000 23.500000 55 4.298 0.009069 -29.093758
101.000000 23.500000 60 4.274 0.008776 -34.312332
101.000000 23.500000 65 4.255 0.008223 -39.616977
101.000000 23.500000 70 4.107 0.014067 -48.230201
101.000000 23.500000 80 3.988 0.011215 -60.545020
101.000000 23.500000 90 4.056 0.009578 -72.239378
101.000000 23.500000 100 4.144 0.008899 -81.626533
101.000000 23.500000 110 4.229 0.008493 -88.213275
101.000000 23.500000 120 4.302 0.008025 87.333224
101.000000 23.500000 130 4.361 0.007419 84.280806
101.000000 23.500000 140 4.406 0.006704 82.124909
101.000000 23.500000 150 4.439 0.005936 80.549800
101.000000 24.000000 0 3.130 0.016451 -7.757006
101.000000 24.000000 5 3.160 0.012040 -27.900836
101.000000 24.000000 10 3.425 0.011471 -27.350592
101.000000 24.000000 15 3.415 0.008242 -4.478436
101.000000 24.000000 20 3.385 0.010221 15.798627
101.000000 24.000000 25 3.428 0.010924 20.558286
101.000000 24.000000 30 3.549 0.009028 18.310978
101.000000 24.000000 35 3.706 0.006515 9.291161
101.000000 24.000000 40 3.866 0.004721 -4.277979
101.000000 24.000000 45 4.315 0.004494 -18.401940
101.000000 24.000000 50 4.418 0.005614 -28.331555
101.000000 24.000000 55 4.393 0.006600 -34.229240
101.000000 24.000000 60 4.361 0.007026 -38.310506
101.000000 24.000000 65 4.331 0.007083 -41.931604
101.000000 24.000000 70 4.198 0.013123 -47.283612
101.000000 24.000000 80 4.067 0.010836 -54.667686
101.000000 24.000000 90 4.093 0.008852 -62.466612
101.000000 24.000000 100 4.152 0.007665 -70.074969
101.000000 24.000000 110 4.221 0.007023 -76.417300
101.000000 24.000000 120 4.285 0.006609 -81.122658
101.000000 24.000000 130 4.341 0.006230 -84.443271
101.000000 24.000000 140 4.386 0.005807 -86.783342
101.000000 24.000000 150 4.420 0.005329 -88.475524
101.000000 24.500000 0 3.131 0.012789 -13.436474
101.000000 24.500000 5 3.151 0.013403 -27.577749
101.000000 24.500000 10 3.357 0.012042 -26.982295
101.000000 24.500000 15 3.374 0.004779 -4.457650
101.000000 24.500000 20 3.400 0.007321 33.860509
101.000000 24.500000 25 3.454 0.009313 38.200412
101.000000 24.500000 30 3.543 0.007345 35.197371
101.000000 24.500000 35 3.660 0.003920 20.748317
101.000000 24.500000 40 3.778 0.003821 -16.282585
101.000000 24.500000 45 3.892 0.005691 -29.837317
101.000000 24.500000 50 4.325 0.007037 -34.863570
101.000000 24.500000 55 4.431 0.008619 -37.856256
101.000000 24.500000 60 4.421 0.009443 -40.004031
101.000000 24.500000 65 4.408 0.009489 -41.871799
101.000000 24.500000 70 4.340 0.016909 -44.616596
101.000000 24.500000 80 4.268 0.012565 -48.911178
101.000000 24.500000 90 4.272 0.008542 -54.966488
101.000000 24.500000 100 4.294 0.005843 -63.855239
101.000000 24.500000 110 4.326 0.004491 -74.706721
101.000000 24.500000 120 4.359 0.003994 -84.136390
101.000000 24.500000 130 4.391 0.003788 89.653217
101.000000 24.500000 140 4.419 0.003591 86.026360
101.000000 24.500000 150 4.442 0.003332 83.987434
101.000000 25.000000 0 3.163 0.009100 -9.660114
101.000000 25.000000 5 3.207 0.008900 -35.096201
101.000000 25.000000 10 3.430 0.005302 -28.693471
101.000000 25.000000 15 3.434 0.006580 21.896520
101.000000 25.000000 20 3.412 0.011693 29.730387
101.000000 25.000000 25 3.412 0.011632 29.479801
101.000000 25.000000 30 3.474 0.008094 24.206177
101.000000 25.000000 35 3.594 0.004613 4.802182
101.000000 25.000000 40 3.732 0.005740 -24.509375
101.000000 25.000000 45 3.862 0.009033 -35.071819
101.000000 25.000000 50 3.974 0.010308 -38.526026
101.000000 25.000000 55 4.398 0.010682 -40.401543
101.000000 25.000000 60 4.502 0.011544 -41.868696
101.000000 25.000000 65 4.495 0.011759 -43.007638
101.000000 25.000000 70 4.465 0.021357 -44.374920
101.000000 25.000000 80 4.409 0.016140 -46.072023
101.000000 25.000000 90 4.372 0.010596 -48.009544
101.000000 25.000000 100 4.359 0.006069 -50.943507
101.000000 25.000000 110 4.366 0.002903 -57.277263
101.000000 25.000000 120 4.384 0.001198 -77.973422
101.000000 25.000000 130 4.405 0.001254 70.325276
101.000000 25.000000 140 4.427 0.001706 60.015399
101.000000 25.000000 150 4.446 0.001918 56.508605
101.000000 25.500000 0 3.184 0.010428 -0.547541
101.000000 25.500000 5 3.218 0.003620 -20.335950
101.000000 25.500000 10 3.476 0.002066 24.044837
101.000000 25.500000 15 3.555 0.007542 24.597026
101.000000 25.500000 20 3.544 0.010778 19.459656
101.000000 25.500000 25 3.485 0.010857 13.045435
101.000000 25.500000 30 3.464 0.009392 4.001959
101.000000 25.500000 35 3.518 0.008271 -7.624580
101.000000 25.500000 40 3.625 0.008211 -18.796537
101.000000 25.500000 45 3.755 0.008753 -26.748343
101.000000 25.500000 50 3.890 0.008329 -31.173697
101.000000 25.500000 55 4.344 0.007804 -34.122481
101.000000 25.500000 60 4.474 0.008014 -36.226792
101.000000 25.500000 65 4.491 0.008022 -37.510458
101.000000 25.500000 70 4.500 0.014755 -38.418822
101.000000 25.500000 80 4.498 0.011854 -38.606720
101.000000 25.500000 90 4.483 0.008646 -37.946658
101.000000 25.500000 100 4.469 0.005808 -36.684704
101.000000 25.500000 110 4.462 0.003571 -34.984367
101.000000 25.500000 120 4.462 0.001933 -32.954368
101.000000 25.500000 130 4.468 0.000794 -30.559444
101.000000 25.500000 140 4.476 0.000040 -18.419726
101.000000 25.500000 150 4.484 0.000441 62.316056
101.000000 26.000000 0 3.213 0.013005 0.415360
101.000000 26.000000 5 3.238 0.004928 -4.600816
101.000000 26.000000 10 3.446 0.003532 15.875186
101.000000 26.000000 15 3.561 0.006779 17.516376
101.000000 26.000000 20 3.626 0.009275 12.301895
101.000000 26.000000 25 3.609 0.010245 6.415727
101.000000 26.000000 30 3.572 0.010076 0.467755
101.000000 26.000000 35 3.573 0.009386 -5.137137
101.000000 26.000000 40 3.614 0.008553 -10.072821
101.000000 26.000000 45 3.687 0.007710 -14.189228
101.000000 26.000000 50 3.779 0.006908 -17.496456
101.000000 26.000000 55 3.883 0.005674 -19.949470
101.000000 26.000000 60 4.326 0.004650 -21.916446
101.000000 26.000000 65 4.458 0.004180 -23.349915
101.000000 26.000000 70 4.489 0.007110 -24.605566
101.000000 26.000000 80 4.550 0.005466 -25.341115
101.000000 26.000000 90 4.593 0.004058 -25.435207
101.000000 26.000000 100 4.607 0.002929 -25.600729
101.000000 26.000000 110 4.602 0.002045 -26.728103
101.000000 26.000000 120 4.588 0.001377 -30.059141
101.000000 26.000000 130 4.570 0.000920 -37.462703
101.000000 26.000000 140 4.552 0.000694 -49.938129
101.000000 26.000000 150 4.537 0.000672 -62.746689
101.000000 26.500000 0 3.238 0.015341 4.993086
101.000000 26.500000 5 3.278 0.008631 0.814478
101.000000 26.500000 10 3.474 0.001378 9.293223
101.000000 26.500000 15 3.567 0.002420 74.575136
101.000000 26.500000 20 3.616 0.000981 52.622095
101.000000 26.500000 25 3.599 0.004581 0.599155
101.000000 26.500000 30 3.576 0.009532 -1.305710
101.000000 26.500000 35 3.594 0.012875 -0.593875
101.000000 26.500000 40 3.647 0.014328 1.023039
101.000000 26.500000 45 3.724 0.014286 3.219532
101.000000 26.500000 50 3.811 0.013308 5.867745
101.000000 26.500000 55 3.901 0.011906 8.848370
101.000000 26.500000 60 3.987 0.009700 11.436889
101.000000 26.500000 65 4.405 0.007788 14.139326
101.000000 26.500000 70 4.539 0.012136 18.375281
101.000000 26.500000 80 4.591 0.007625 22.853025
101.000000 26.500000 90 4.610 0.003411 25.602090
101.000000 26.500000 100 4.607 0.000101 -24.305239
101.000000 26.500000 110 4.592 0.002500 -58.891478
101.000000 26.500000 120 4.572 0.004045 -58.411250
101.000000 26.500000 130 4.553 0.004833 -57.971041
101.000000 26.500000 140 4.536 0.005066 -57.697992
101.000000 26.500000 150 4.522 0.004932 -57.568938
101.000000 27.000000 0 3.191 0.015773 -4.429629
101.000000 27.000000 5 3.254 0.012492 -16.138388
101.000000 27.000000 10 3.463 0.011583 -39.747122
101.000000 27.000000 15 3.468 0.008746 -58.878444
101.000000 27.000000 20 3.453 0.003841 -73.412018
101.000000 27.000000 25 3.435 0.002996 20.642390
101.000000 27.000000 30 3.460 0.009342 13.579004
101.000000 27.000000 35 3.542 0.013794 11.875111
101.000000 27.000000 40 3.648 0.016047 12.059657
101.000000 27.000000 45 3.755 0.016481 13.583728
101.000000 27.000000 50 3.854 0.015704 16.220008
101.000000 27.000000 55 3.941 0.014337 19.795385
101.000000 27.000000 60 4.014 0.011939 23.097248
101.000000 27.000000 65 4.419 0.009859 26.743919
101.000000 27.000000 70 4.536 0.016201 34.247175
101.000000 27.000000 80 4.552 0.011863 46.028024
101.000000 27.000000 90 4.547 0.008490 60.908999
101.000000 27.000000 100 4.537 0.006980 78.580242
101.000000 27.000000 110 4.527 0.006985 -86.425734
101.000000 27.000000 120 4.517 0.007364 -76.608934
101.000000 27.000000 130 4.510 0.007497 -70.343367
101.000000 27.000000 140 4.504 0.007276 -66.087341
101.000000 27.000000 150 4.499 0.006779 -62.997928
101.000000 27.500000 0 3.161 0.015656 -0.479426
101.000000 27.500000 5 3.230 0.013084 -10.195913
101.000000 27.500000 10 3.480 0.012510 -25.173617
101.000000 27.500000 15 3.467 0.007102 -39.391506
101.000000 27.500000 20 3.421 0.002074 -58.482139
101.000000 27.500000 25 3.386 0.002436 30.328423
101.000000 27.500000 30 3.402 0.006662 21.291006
101.000000 27.500000 35 3.477 0.009937 18.394023
101.000000 27.500000 40 3.574 0.011820 18.408604
101.000000 27.500000 45 3.672 0.012403 20.474811
101.000000 27.500000 50 3.763 0.012109 24.191000
101.000000 27.500000 55 3.847 0.011441 29.171225
101.000000 27.500000 60 3.925 0.009870 33.488868
101.000000 27.500000 65 4.349 0.008588 38.086783
101.000000 27.500000 70 4.449 0.015990 46.922467
101.000000 27.500000 80 4.457 0.014081 57.900409
101.000000 27.500000 90 4.480 0.011643 68.306217
101.000000 27.500000 100 4.494 0.009453 79.198541
101.000000 27.500000 110 4.500 0.007973 -89.511321
101.000000 27.500000 120 4.501 0.007178 -79.134214
101.000000 27.500000 130 4.498 0.006739 -70.806990
101.000000 27.500000 140 4.495 0.006365 -64.606916
101.000000 27.500000 150 4.492 0.005926 -60.061788
101.000000 28.000000 0 3.151 0.013787 -4.020409
101.000000 28.000000 5 3.203 0.010261 -11.155336
101.000000 28.000000 10 3.470 0.014628 -17.201579
101.000000 28.000000 15 3.482 0.012084 -15.297008
101.000000 28.000000 20 3.451 0.006575 -6.069441
101.000000 28.000000 25 3.418 0.003899 17.977168
101.000000 28.000000 30 3.423 0.004293 35.812542
101.000000 28.000000 35 3.478 0.004659 40.918944
101.000000 28.000000 40 3.552 0.004740 42.122369
101.000000 28.000000 45 3.629 0.004865 42.978575
101.000000 28.000000 50 3.704 0.005161 44.733625
101.000000 28.000000 55 3.776 0.005602 47.265117
101.000000 28.000000 60 3.852 0.005340 49.184841
101.000000 28.000000 65 4.289 0.005175 51.082061
101.000000 28.000000 70 4.365 0.011816 55.500327
101.000000 28.000000 80 4.354 0.012511 60.941831
101.000000 28.000000 90 4.397 0.011688 66.105585
101.000000 28.000000 100 4.433 0.010199 71.494561
101.000000 28.000000 110 4.458 0.008610 77.262513
101.000000 28.000000 120 4.473 0.007225 83.278534
101.000000 28.000000 130 4.481 0.006126 89.185219
101.000000 28.000000 140 4.484 0.005269 -85.416891
101.000000 28.000000 150 4.485 0.004574 -80.780285
101.000000 28.500000 0 3.128 0.013163 -1.316847
101.000000 28.500000 5 3.170 0.004127 -2.064017
101.000000 28.500000 10 3.408 0.004693 -18.048548
101.000000 28.500000 15 3.405 0.007165 -13.093730
101.000000 28.500000 20 3.420 0.008537 -6.951160
101.000000 28.500000 25 3.459 0.008923 -2.613580
101.000000 28.500000 30 3.515 0.008578 0.446291
101.000000 28.500000 35 3.576 0.007804 3.280607
101.000000 28.500000 40 3.621 0.006829 7.028267
101.000000 28.500000 45 3.650 0.005846 12.664355
101.000000 28.500000 50 3.676 0.005085 20.453287
101.000000 28.500000 55 3.730 0.004209 27.278777
101.000000 28.500000 60 4.172 0.003738 33.980130
101.000000 28.500000 65 4.285 0.004135 42.529116
101.000000 28.500000 70 4.183 0.009864 52.547544
101.000000 28.500000 80 4.139 0.010776 60.868053
101.000000 28.500000 90 4.249 0.010377 66.992754
101.000000 28.500000 100 4.350 0.009463 72.750411
101.000000 28.500000 110 4.425 0.008451 78.604530
101.000000 28.500000 120 4.472 0.007555 84.456555
101.000000 28.500000 130 4.500 0.006824 89.951894
101.000000 28.500000 140 4.513 0.006210 -85.228574
101.000000 28.500000 150 4.518 0.005652 -81.214958
101.000000 29.000000 0 3.134 0.006665 -3.600995
101.000000 29.000000 5 3.197 0.002332 76.785347
101.000000 29.000000 10 3.368 0.006253 81.084110
